ts; dow; hod;default broker_mwh; default broker_price ;CrocodileAgent_mwh; CrocodileAgent_price ;COLDPower18_mwh; COLDPower18_price ;VidyutVanika_mwh; VidyutVanika_price ;Bunnie_mwh; Bunnie_price 
456; 3; 0;[0.0000; 0.0000];[2.9385; -29.3002];[-1.1412; 370.3958];[1.3775; 17.7722];[24.1260; -31.4686]
457; 3; 1;[0.0000; 0.0000];[2.7273; -30.1318];[0.0000; 0.0000];[1.4647; -2.4557];[26.4153; -30.3411]
458; 3; 2;[0.0000; 0.0000];[3.9593; -37.2669];[0.0000; 0.0000];[0.9992; -7.6535];[25.0525; -30.9443]
459; 3; 3;[0.0000; 0.0000];[5.7298; -29.7006];[0.0000; 0.0000];[1.1053; -19.2149];[16.6081; -31.6159]
460; 3; 4;[0.0000; 0.0000];[1.1753; -31.6667];[0.0000; 0.0000];[1.5207; -24.3487];[10.0945; -32.6879]
461; 3; 5;[0.0000; 0.0000];[5.9952; -30.2910];[0.0000; 0.0000];[1.8194; -47.5966];[12.5430; -31.9470]
462; 3; 6;[0.0000; 0.0000];[6.1671; -30.6406];[0.0000; 0.0000];[1.7792; -40.9124];[10.1632; -32.4861]
463; 3; 7;[0.0000; 0.0000];[5.1165; -37.5032];[0.0000; 0.0000];[2.1500; -30.6596];[13.9716; -32.2329]
464; 3; 8;[0.0000; 0.0000];[1.2609; -31.6667];[0.0000; 0.0000];[1.1755; -1.7940];[5.6058; -33.6112]
465; 3; 9;[0.0000; 0.0000];[1.1128; -30.2495];[0.7980; 29.4011];[1.1815; -52.6260];[17.4531; -31.9427]
466; 3; 10;[0.0000; 0.0000];[0.0000; 0.0000];[5.0000; -49.0810];[1.0945; -22.3319];[16.2448; -32.3012]
467; 3; 11;[0.0000; 0.0000];[0.0000; 0.0000];[1.8094; -67.8752];[1.0735; -32.3463];[14.3309; -32.7383]
468; 3; 12;[0.0000; 0.0000];[0.0000; 0.0000];[1.7687; 11.3270];[1.0577; -153.5724];[20.4067; -32.4615]
469; 3; 13;[0.0000; 0.0000];[0.0000; 0.0000];[0.0000; 0.0000];[1.1356; -113.8652];[33.3431; -33.3476]
470; 3; 14;[0.0000; 0.0000];[1.0543; -2.3383];[5.0000; -33.8639];[0.6657; -191.8039];[42.1932; -20.3095]
471; 3; 15;[0.0000; 0.0000];[0.8324; -10.6506];[5.0000; -44.0837];[0.6776; -304.6593];[38.9974; -24.0109]
472; 3; 16;[0.0000; 0.0000];[1.2427; -4.5962];[5.0000; -34.6997];[0.6450; -220.9511];[36.3264; -19.3577]
473; 3; 17;[0.0000; 0.0000];[1.3181; -3.9701];[1.8306; 96.3449];[0.4923; -145.1383];[43.2847; -28.6960]
474; 3; 18;[0.0000; 0.0000];[1.1518; -4.6400];[5.0000; -38.0156];[0.5908; -80.4009];[44.5663; -23.4759]
475; 3; 19;[0.0000; 0.0000];[1.1956; -9.4516];[5.0000; -44.2302];[0.5147; -171.9692];[41.9340; -24.8557]
476; 3; 20;[0.0000; 0.0000];[1.1848; -1.3186];[5.0000; -75.7517];[0.7099; -293.0202];[37.1849; -26.4013]
477; 3; 21;[0.0000; 0.0000];[0.9830; -16.2848];[5.0000; -66.0306];[0.6523; -331.2215];[37.7149; -28.7204]
478; 3; 22;[0.0000; 0.0000];[1.0222; -4.2545];[5.0000; -49.3860];[0.6125; -143.2831];[34.8299; -42.5995]
479; 3; 23;[0.0000; 0.0000];[0.9371; -5.7762];[5.0000; -46.3514];[0.6592; -151.8101];[34.7699; -40.1565]
480; 4; 0;[0.0000; 0.0000];[1.2226; -26.5403];[5.0000; -32.5710];[0.5597; -133.8699];[46.5803; -32.0159]
481; 4; 1;[0.0000; 0.0000];[1.3910; -37.3705];[0.0000; 0.0000];[0.5831; -114.1809];[40.6570; -27.4854]
482; 4; 2;[0.0000; 0.0000];[0.9515; -31.0765];[-1.7952; 89.1124];[0.7020; -98.0462];[44.2446; -28.1786]
483; 4; 3;[0.0000; 0.0000];[2.6190; -30.6608];[2.5678; 25.3454];[0.7225; -74.7393];[46.7246; -31.8867]
484; 4; 4;[0.0000; 0.0000];[2.8256; -31.3078];[10.1700; -4.9075];[1.1023; -68.6059];[37.7180; -29.9391]
485; 4; 5;[0.0000; 0.0000];[2.7595; -37.0259];[0.0000; 0.0000];[1.1776; -77.6049];[40.6951; -32.9661]
486; 4; 6;[0.0000; 0.0000];[3.9431; -36.7039];[5.8971; 8.8246];[1.0558; -53.1561];[45.1993; -31.3908]
487; 4; 7;[0.0000; 0.0000];[0.8212; -29.2355];[1.1125; -10.5389];[1.4383; -46.7515];[33.3965; -32.2556]
488; 4; 8;[0.0000; 0.0000];[1.1264; -31.1753];[5.0000; -39.3229];[1.1565; -36.2522];[56.4661; -36.4465]
489; 4; 9;[0.0000; 0.0000];[1.0306; -36.7884];[6.0947; -42.3344];[1.0208; -32.0809];[62.6679; -32.9244]
490; 4; 10;[0.0000; 0.0000];[0.6954; -4.9524];[6.0972; -43.3894];[0.9490; -71.7766];[45.8071; -30.7735]
491; 4; 11;[0.0000; 0.0000];[1.1544; -37.3555];[5.0000; -43.7709];[0.9204; -30.8365];[46.5045; -29.0291]
492; 4; 12;[0.0000; 0.0000];[0.4999; -1.8873];[8.1914; -48.1405];[0.9055; -198.9349];[49.2558; -30.9656]
493; 4; 13;[0.0000; 0.0000];[0.6494; -31.6493];[5.0000; -47.9650];[0.9274; -173.3782];[47.7860; -32.5925]
494; 4; 14;[0.0000; 0.0000];[0.9756; -5.7388];[-0.3115; 2823.5595];[0.5932; -80.8435];[42.2927; -5.3140]
495; 4; 15;[0.0000; 0.0000];[0.5297; -24.1084];[-2.8312; 130.6359];[0.7126; -55.1359];[49.9455; -30.5033]
496; 4; 16;[0.0000; 0.0000];[0.9305; -1.5368];[5.0000; -56.5986];[0.6539; -65.4977];[50.1852; -22.2022]
497; 4; 17;[0.0000; 0.0000];[0.7279; -5.9319];[6.7602; -55.9755];[0.9625; -31.8729];[43.4607; -31.9516]
498; 4; 18;[0.0000; 0.0000];[0.7729; -1.9407];[6.6829; -55.5484];[0.7655; 51.5289];[38.3457; -10.7635]
499; 4; 19;[0.0000; 0.0000];[0.7066; -10.1362];[6.2953; -81.6820];[0.7277; -37.2579];[42.0373; -32.9549]
500; 4; 20;[0.0000; 0.0000];[0.8485; -2.3505];[5.0000; -51.2448];[0.9905; -93.8654];[35.2695; -33.9446]
501; 4; 21;[0.0000; 0.0000];[0.6321; -0.3584];[5.0000; -48.7167];[0.9506; -39.4615];[36.8635; -33.3148]
502; 4; 22;[0.0000; 0.0000];[0.6359; -37.4283];[5.0000; -41.7600];[0.9087; -73.8006];[33.3193; -37.1598]
503; 4; 23;[0.0000; 0.0000];[0.4544; -37.3099];[5.0000; -40.7640];[0.9178; -101.5719];[31.0425; -36.3480]
504; 5; 0;[0.0156; -42.2905];[0.4171; -37.2901];[5.0000; -37.9817];[0.7685; -144.5988];[45.6192; -29.1130]
505; 5; 1;[0.0000; 0.0000];[0.3714; -25.9331];[5.0000; -8.0195];[0.8199; -65.1648];[41.2538; -26.4168]
506; 5; 2;[0.0000; 0.0000];[0.4192; -31.7261];[5.0000; 28.9644];[1.1325; -65.0583];[45.3113; -29.0971]
507; 5; 3;[0.0000; 0.0000];[0.6366; -31.4296];[7.0740; -18.7799];[1.1074; -56.4795];[41.7146; -33.0654]
508; 5; 4;[0.0000; 0.0000];[0.8746; -31.7646];[5.0000; -8.2490];[1.9888; -32.3622];[49.6180; -33.5813]
509; 5; 5;[0.0000; 0.0000];[0.8463; -32.2081];[9.3730; -18.5897];[2.3427; -24.7824];[47.3208; -33.9933]
510; 5; 6;[0.0000; 0.0000];[0.8629; -30.8716];[0.0000; 0.0000];[1.9025; -38.3435];[38.9714; -32.0688]
511; 5; 7;[0.0000; 0.0000];[0.7286; -29.9339];[2.2540; -16.0138];[2.6848; -36.4974];[30.4304; -32.4994]
512; 5; 8;[0.0000; 0.0000];[0.5429; -35.6226];[5.8323; -39.8316];[2.4819; -31.7942];[52.4689; -34.9485]
513; 5; 9;[0.0000; 0.0000];[1.0724; -34.7805];[5.7134; -43.5140];[2.2635; -45.7233];[55.5890; -35.0563]
514; 5; 10;[0.0000; 0.0000];[1.0874; -16.7145];[5.0000; -44.0493];[2.0350; -33.8472];[49.5960; -33.9978]
515; 5; 11;[0.0000; 0.0000];[0.6324; -31.2191];[5.0000; -45.6595];[2.0847; -45.3033];[43.5520; -33.4189]
516; 5; 12;[0.0000; 0.0000];[1.0769; -20.7393];[5.0000; -3.7649];[1.8597; -39.8588];[43.5049; -24.6008]
517; 5; 13;[0.0000; 0.0000];[1.2361; -22.0662];[2.2755; -7.8690];[1.9613; -89.5468];[43.5103; -11.5264]
518; 5; 14;[0.0000; 0.0000];[1.3573; -6.2376];[5.0000; -13.9518];[8.6891; -30.9514];[41.6872; -13.4324]
519; 5; 15;[0.0000; 0.0000];[1.5418; -11.3634];[-1.7062; 447.3834];[10.1549; -53.3323];[38.9083; -13.6841]
520; 5; 16;[0.0000; 0.0000];[0.0000; 0.0000];[6.2676; -61.5083];[8.0881; -57.3171];[36.0829; -34.9430]
521; 5; 17;[0.0000; 0.0000];[0.0000; 0.0000];[-6.1847; 208.9523];[11.0756; -83.4573];[20.2011; -35.5739]
522; 5; 18;[0.0000; 0.0000];[0.0000; 0.0000];[5.0000; -66.6553];[8.2351; -58.2099];[36.8126; -35.7214]
523; 5; 19;[0.0000; 0.0000];[0.0000; 0.0000];[5.0000; -57.5073];[6.3662; -51.3172];[38.2939; -35.8661]
524; 5; 20;[0.0000; 0.0000];[0.0000; 0.0000];[5.5061; -55.1794];[10.5809; -59.3085];[40.9906; -36.3291]
525; 5; 21;[0.0000; 0.0000];[0.7870; -7.1420];[5.4135; -48.5701];[9.1528; -45.5392];[37.8216; -31.0069]
526; 5; 22;[0.0000; 0.0000];[5.1511; -3.7785];[0.0000; 0.0000];[7.9569; -42.1601];[37.4351; -32.9639]
527; 5; 23;[0.0000; 0.0000];[5.2258; -10.2597];[-1.0246; 155.4713];[7.8916; -35.8399];[35.5498; -43.8236]
528; 6; 0;[0.0000; 0.0000];[0.5752; -33.4043];[0.0000; 0.0000];[6.9195; -39.0299];[26.9537; -30.3658]
529; 6; 1;[0.0000; 0.0000];[4.3787; -14.3195];[2.9767; -10.0910];[6.4948; -32.4024];[40.2991; -31.0177]
530; 6; 2;[0.0000; 0.0000];[7.3836; -28.7463];[3.3734; -16.3092];[13.8430; -20.5576];[37.8966; -32.7534]
531; 6; 3;[0.0000; 0.0000];[7.9681; -27.0555];[4.8603; -18.0995];[13.3922; -22.5767];[39.0033; -32.6688]
532; 6; 4;[0.0000; 0.0000];[9.0677; -24.0724];[0.1303; 665.4373];[17.6340; -18.8838];[35.7119; -34.0469]
533; 6; 5;[0.0000; 0.0000];[1.0334; -29.0107];[0.0000; 0.0000];[18.7773; -35.7107];[42.0454; -36.9249]
534; 6; 6;[0.0000; 0.0000];[5.4346; -32.2666];[0.0000; 0.0000];[16.2894; -39.0698];[13.5337; -31.1650]
535; 6; 7;[0.0000; 0.0000];[7.9269; -32.2736];[0.8910; -12.7267];[19.0275; -39.7712];[47.3052; -38.3888]
536; 6; 8;[0.0000; 0.0000];[3.2283; -31.5332];[0.0000; 0.0000];[20.4711; -60.2039];[11.1255; -33.3413]
537; 6; 9;[0.0000; 0.0000];[3.0479; -31.6667];[-0.6639; 149.0611];[17.5153; -44.3627];[22.7746; -33.4453]
538; 6; 10;[0.0000; 0.0000];[5.7411; -31.6667];[6.0515; -43.3469];[16.6722; -41.7894];[31.4953; -34.0617]
539; 6; 11;[0.0000; 0.0000];[12.4641; -11.5576];[5.7016; -46.0103];[16.8841; -40.6647];[37.7228; -12.0778]
540; 6; 12;[0.0000; 0.0000];[11.3944; -14.2487];[5.0000; -0.0424];[15.8491; -38.5862];[36.9938; -4.2371]
541; 6; 13;[0.0000; 0.0000];[11.6826; -20.8257];[-4.9673; 150.4525];[18.9795; -49.4097];[38.2131; -22.5342]
542; 6; 14;[0.0000; 0.0000];[10.5336; -14.6227];[0.0000; 0.0000];[18.4274; -51.5258];[38.7063; -5.2861]
543; 6; 15;[0.0000; 0.0000];[9.2383; -11.3293];[0.0000; 0.0000];[19.0924; -69.4913];[39.7440; -8.3599]
544; 6; 16;[0.0000; 0.0000];[12.3893; -1.5568];[-2.6846; 144.3228];[16.9986; -55.4540];[37.4871; -29.6145]
545; 6; 17;[0.0000; 0.0000];[12.2555; -17.7491];[-3.3322; 344.6250];[21.7768; -86.2893];[35.4077; -31.9882]
546; 6; 18;[0.0000; 0.0000];[10.7763; -20.8629];[0.0000; 0.0000];[20.2183; -58.7062];[35.1276; -31.9388]
547; 6; 19;[0.0000; 0.0000];[9.8938; -17.4805];[7.7965; -60.6583];[18.0521; -46.2615];[32.9603; -27.0990]
548; 6; 20;[0.0000; 0.0000];[9.1649; -4.5207];[-2.2192; 113.1114];[18.3287; -43.7186];[26.2672; -26.6263]
549; 6; 21;[0.0000; 0.0000];[8.9938; -21.5795];[3.9985; 33.2208];[17.5589; -35.4093];[22.4740; -39.7432]
550; 6; 22;[0.0000; 0.0000];[8.4483; -26.4748];[5.2593; -42.1348];[17.1066; -34.4013];[28.3991; -40.4010]
551; 6; 23;[0.0000; 0.0000];[9.2387; -25.7809];[8.2406; -20.8607];[17.0228; -32.2044];[21.4041; -37.7050]
552; 7; 0;[0.0000; 0.0000];[9.1830; -25.4703];[3.8047; -35.9703];[16.4240; -30.4425];[20.2931; -15.6683]
553; 7; 1;[0.0000; 0.0000];[10.3812; -26.9895];[3.1755; -16.3163];[14.5092; -31.9458];[22.4304; -28.0680]
554; 7; 2;[0.0000; 0.0000];[11.6580; -31.3602];[10.8495; -8.3441];[17.5760; -26.1659];[19.4316; -37.9906]
555; 7; 3;[0.0000; 0.0000];[13.0665; -26.7689];[12.9080; -6.5779];[21.3128; -22.4623];[17.2921; -32.0293]
556; 7; 4;[0.0000; 0.0000];[14.2409; -30.4318];[1.6833; 50.1848];[26.8064; -22.4103];[20.5318; -36.4363]
557; 7; 5;[0.0000; 0.0000];[13.6561; -31.6474];[-0.0019; 57560.4818];[25.3025; -26.0945];[20.7221; -36.4128]
558; 7; 6;[0.0000; 0.0000];[12.8338; -34.5838];[2.5034; -6.1124];[23.3257; -36.3298];[26.5130; -33.9893]
559; 7; 7;[0.0000; 0.0000];[7.8830; -29.2757];[-3.4215; 54.9969];[23.6726; -36.1554];[22.5664; -39.0620]
560; 7; 8;[0.0000; 0.0000];[16.5522; -34.6454];[6.4979; -31.9007];[25.2622; -24.7292];[21.9910; -38.4648]
561; 7; 9;[0.0000; 0.0000];[16.4216; -31.9687];[6.3614; -41.8226];[21.5050; -30.5927];[28.1176; -30.2017]
562; 7; 10;[0.0000; 0.0000];[16.0550; -4.1555];[-3.9390; 110.6378];[22.2849; -37.9362];[18.6973; -8.1140]
563; 7; 11;[0.0000; 0.0000];[16.2004; -30.8798];[9.4634; -40.6569];[18.6746; -32.1712];[18.9483; -40.0524]
564; 7; 12;[0.0000; 0.0000];[12.5993; -28.2419];[0.0000; 0.0000];[18.2538; -46.9373];[19.4246; -27.1137]
565; 7; 13;[0.0000; 0.0000];[16.8734; -9.8568];[6.0378; -50.4832];[20.9759; -41.3214];[19.2476; -11.4366]
566; 7; 14;[0.0000; 0.0000];[17.4658; -6.5456];[0.0000; 0.0000];[17.5745; 19.4027];[12.6106; -1.7379]
567; 7; 15;[0.0000; 0.0000];[10.1233; -4.3646];[1.0689; 26.4500];[18.1576; -48.2904];[13.6522; -11.5725]
568; 7; 16;[0.0000; 0.0000];[10.7712; -12.9088];[0.0000; 0.0000];[15.8691; -21.5751];[14.2394; -31.5869]
569; 7; 17;[0.0000; 0.0000];[10.3489; -29.9872];[-7.0339; 157.5985];[20.6419; -36.2202];[14.3819; -29.3617]
570; 7; 18;[0.0000; 0.0000];[8.5460; -28.1361];[-0.5311; 2138.3441];[19.5368; -42.9165];[13.8187; -30.8549]
571; 7; 19;[0.0000; 0.0000];[7.6829; -7.4491];[6.7712; -39.1924];[19.3252; -37.4545];[12.0185; -34.9156]
572; 7; 20;[0.0000; 0.0000];[7.6039; -0.9178];[5.0000; 162.6748];[18.5391; -36.0607];[11.7752; -21.5625]
573; 7; 21;[0.0000; 0.0000];[6.3420; -9.9476];[2.5843; 281.0705];[18.9825; -29.1242];[10.3495; -32.3633]
574; 7; 22;[0.0000; 0.0000];[7.1319; -21.1944];[5.0000; 22.0330];[14.7913; -34.4006];[9.0827; -32.5688]
575; 7; 23;[0.0000; 0.0000];[12.3778; -35.8946];[-1.4578; 379.7057];[15.6029; -31.3295];[9.4030; -30.8699]
576; 1; 0;[0.0000; 0.0000];[12.4123; -35.9363];[0.9122; 368.0494];[14.3662; -30.3003];[11.2730; -8.5105]
577; 1; 1;[0.0000; 0.0000];[15.0166; -35.8210];[1.5854; 193.4107];[14.1945; -28.3010];[11.8398; -15.6485]
578; 1; 2;[0.0000; 0.0000];[9.1488; -29.7452];[5.0000; 28.4214];[15.1325; -26.7251];[12.6427; -27.6102]
579; 1; 3;[0.0000; 0.0000];[11.2144; -30.2039];[5.0000; 26.3128];[18.1665; -23.5112];[12.4988; -26.1455]
580; 1; 4;[0.0000; 0.0000];[13.0136; -30.5577];[5.0000; 23.4093];[19.8529; -23.6364];[13.7908; -21.8019]
581; 1; 5;[0.0000; 0.0000];[8.1372; -30.2888];[2.1282; 44.2117];[19.6236; -27.7440];[15.0541; -17.8249]
582; 1; 6;[0.0000; 0.0000];[13.2466; -35.7949];[3.0442; 14.6860];[15.4259; -28.0601];[15.9472; -21.5073]
583; 1; 7;[0.0000; 0.0000];[9.6254; -30.8589];[0.4829; 280.7255];[18.4509; -36.9058];[17.7491; -30.7157]
584; 1; 8;[0.0000; 0.0000];[9.6477; -30.3409];[-1.8020; 171.4026];[14.7887; -33.4488];[18.4720; -26.1110]
585; 1; 9;[0.0000; 0.0000];[8.1405; -7.1035];[-0.0401; 2002.9903];[12.8297; -32.1915];[21.0566; -17.3689]
586; 1; 10;[0.0000; 0.0000];[7.8146; -2.8465];[-5.8195; 63.3865];[11.2526; -30.0042];[21.4902; -10.7258]
587; 1; 11;[0.0000; 0.0000];[7.4110; -8.6927];[-0.1216; 2066.5013];[9.4000; -33.4730];[18.1283; -16.3174]
588; 1; 12;[0.0000; 0.0000];[6.7851; -3.2112];[-4.9674; 349.4798];[9.4805; -22.6766];[18.6574; -1.0006]
589; 1; 13;[0.0000; 0.0000];[7.5174; -7.4034];[-3.4406; 303.7278];[11.0224; -26.7387];[19.8038; -9.7233]
590; 1; 14;[0.0000; 0.0000];[7.4666; -29.8214];[-2.7787; 306.1527];[10.5572; -33.8961];[24.2721; -29.9382]
591; 1; 15;[0.0000; 0.0000];[8.2764; -4.3453];[-4.0812; 417.6142];[10.9856; -7.4202];[24.4345; -6.0489]
592; 1; 16;[0.0000; 0.0000];[6.4402; -18.1767];[-3.8981; 267.5724];[10.0650; -34.8856];[25.1034; -30.3835]
593; 1; 17;[0.0000; 0.0000];[5.6110; -31.1241];[-2.4424; 378.1679];[14.1647; -45.8703];[21.6467; -32.5579]
594; 1; 18;[0.0000; 0.0000];[4.8151; -0.5712];[2.7698; -21.6476];[14.2976; -39.5834];[23.0196; -33.1214]
595; 1; 19;[0.0000; 0.0000];[4.2360; -2.6868];[-2.0312; 494.6420];[13.5440; -41.3471];[20.0006; -32.8232]
596; 1; 20;[0.0000; 0.0000];[4.5090; -0.5694];[3.1169; -12.7613];[9.9931; -36.5368];[18.2575; -30.5455]
597; 1; 21;[0.0000; 0.0000];[3.9456; -5.5982];[3.2462; -20.7463];[9.2706; -45.8598];[18.0889; -29.7709]
598; 1; 22;[0.0000; 0.0000];[3.5363; -5.7109];[0.0000; 0.0000];[8.7612; -33.3746];[16.6160; -27.3018]
599; 1; 23;[0.0000; 0.0000];[4.2073; -24.8400];[-1.8097; 123.4358];[9.0344; -36.2591];[18.0489; -47.9279]
600; 2; 0;[0.0000; 0.0000];[3.9543; -26.0915];[0.0000; 0.0000];[7.8440; -45.8562];[22.3333; -19.8468]
601; 2; 1;[0.0000; 0.0000];[4.7113; -30.6787];[0.0000; 0.0000];[7.4056; -38.3295];[24.6348; -19.4786]
602; 2; 2;[0.0000; 0.0000];[6.5415; -35.4101];[0.0000; 0.0000];[5.5158; -40.7008];[27.8042; -14.3642]
603; 2; 3;[0.0000; 0.0000];[7.3979; -30.6106];[0.0000; 0.0000];[6.1395; -49.3444];[26.2223; -30.7827]
604; 2; 4;[0.0000; 0.0000];[6.4626; -29.4061];[4.6851; 20.2629];[6.5570; -39.6038];[27.5938; -8.6401]
605; 2; 5;[0.0000; 0.0000];[5.1138; -29.6781];[3.9732; 45.4129];[8.1265; -39.3975];[27.6335; -31.9542]
606; 2; 6;[0.0000; 0.0000];[6.2562; -26.2023];[0.0000; 0.0000];[6.7502; -34.6824];[24.3975; -25.8331]
607; 2; 7;[0.0000; 0.0000];[5.9514; -10.5403];[3.4149; 37.7224];[6.6101; -51.0281];[29.8251; -30.0848]
608; 2; 8;[0.0000; 0.0000];[5.8360; -28.5221];[-0.2300; 2208.2584];[3.5190; -71.9015];[34.6241; -26.4257]
609; 2; 9;[0.0000; 0.0000];[4.5068; -29.7361];[1.5962; 91.8369];[1.8927; -26.0820];[34.2227; -27.5570]
610; 2; 10;[0.0000; 0.0000];[5.0431; -9.7197];[-2.8184; 260.8361];[0.5914; 153.9757];[31.4054; -13.1943]
611; 2; 11;[0.0000; 0.0000];[5.4472; -29.0392];[-0.5300; 1033.9925];[0.1702; 1016.7154];[30.5896; -30.6085]
612; 2; 12;[0.0000; 0.0000];[5.4784; -7.4692];[-4.0482; 237.0672];[-0.2694; 684.3194];[30.5579; -9.4316]
613; 2; 13;[0.0000; 0.0000];[5.5041; -28.9443];[-0.2839; 3060.8230];[0.4452; 447.8594];[31.5849; -21.7875]
614; 2; 14;[0.0000; 0.0000];[5.7942; -16.2535];[-3.2717; 474.2174];[1.8200; 283.6387];[33.1670; -12.8550]
615; 2; 15;[0.0000; 0.0000];[2.7130; -8.3950];[-5.4203; 212.3279];[2.5695; -22.7940];[32.9984; -22.3661]
616; 2; 16;[0.0000; 0.0000];[3.3353; -20.5171];[-0.6153; 2840.5260];[2.1527; 102.9048];[32.8426; -28.0245]
617; 2; 17;[0.0000; 0.0000];[3.3605; -6.3226];[-0.5317; 2618.7102];[2.7690; 51.4884];[31.9254; -15.8189]
618; 2; 18;[0.0000; 0.0000];[2.0333; -25.7463];[0.0000; 0.0000];[3.0238; 3.5684];[32.7074; -29.1418]
619; 2; 19;[0.0000; 0.0000];[1.7126; -12.4639];[-4.2840; 185.0238];[2.7887; 11.4007];[31.5677; -31.1011]
620; 2; 20;[0.0000; 0.0000];[2.0236; -19.4072];[-0.1285; 3868.7135];[1.7164; -12.7029];[29.0727; -26.9313]
621; 2; 21;[0.0000; 0.0000];[1.0177; -28.5000];[0.0000; 0.0000];[1.2988; 21.9863];[28.9589; -34.6611]
622; 2; 22;[0.0000; 0.0000];[2.6020; -24.4249];[3.0931; 75.4772];[1.3730; -28.6957];[31.5531; -42.7738]
623; 2; 23;[0.0000; 0.0000];[2.9343; -0.1787];[-1.6462; 232.6705];[1.4531; -64.2078];[29.6851; -38.8698]
624; 3; 0;[0.0000; 0.0000];[4.9331; -36.9659];[0.0000; 0.0000];[1.2782; -39.1415];[36.0382; -20.6777]
625; 3; 1;[0.0000; 0.0000];[3.8243; -32.2984];[0.0000; 0.0000];[1.2883; -21.1879];[30.9638; -33.3029]
626; 3; 2;[0.0000; 0.0000];[4.3331; -37.0804];[0.0000; 0.0000];[1.0733; -87.2018];[42.9221; -15.3077]
627; 3; 3;[0.0000; 0.0000];[5.1102; -31.8431];[0.0000; 0.0000];[1.0616; -116.8764];[37.8453; -31.8828]
628; 3; 4;[0.0000; 0.0000];[6.6529; -30.6665];[5.4568; -7.6678];[1.3955; -89.2686];[39.9454; -27.7183]
629; 3; 5;[0.0000; 0.0000];[2.0923; -31.2533];[0.0000; 0.0000];[1.8284; -86.3968];[39.2556; -29.9843]
630; 3; 6;[0.0000; 0.0000];[2.0363; -28.1664];[2.9451; -26.9544];[2.0334; -63.1409];[37.7742; -30.7851]
631; 3; 7;[0.0000; 0.0000];[1.8127; -27.3402];[0.0000; 0.0000];[2.0859; -64.3086];[29.3163; -31.6192]
632; 3; 8;[0.0000; 0.0000];[1.5415; -28.0562];[3.2173; -24.9257];[-0.0381; -3758.6460];[48.2169; -22.9784]
633; 3; 9;[0.0000; 0.0000];[1.5662; -31.0101];[5.0000; -30.0201];[-2.1846; -17.5539];[52.2289; -27.8797]
634; 3; 10;[0.0000; 0.0000];[1.3295; -29.1987];[5.0000; 104.7635];[-0.2934; -447.8663];[47.4446; -14.6441]
635; 3; 11;[0.0000; 0.0000];[1.1722; -15.8004];[-0.1808; 2398.4093];[-0.4387; -94.7727];[45.3910; -14.3083]
636; 3; 12;[0.0000; 0.0000];[1.0560; -7.9435];[-0.1757; 5308.4922];[-3.1503; 4.8571];[42.6726; -13.2845]
637; 3; 13;[0.0000; 0.0000];[1.5199; -1.5935];[-0.1702; 5509.8271];[-0.3241; -258.9608];[43.5242; -7.5943]
638; 3; 14;[0.0000; 0.0000];[1.3844; -2.6668];[0.4515; 2627.7943];[-3.0888; 42.6893];[43.5570; -6.2180]
639; 3; 15;[0.0000; 0.0000];[1.3209; -23.5504];[0.5271; 2397.3278];[-2.1753; 44.7293];[39.0802; -21.6669]
640; 3; 16;[0.0000; 0.0000];[1.6497; -2.7105];[0.9127; 2109.2882];[-0.9493; 14.4570];[43.4961; -7.4611]
641; 3; 17;[0.0000; 0.0000];[0.9620; -13.4483];[-8.8768; 203.9969];[-0.1564; 290.0986];[40.9794; -31.8056]
642; 3; 18;[0.0000; 0.0000];[0.6183; -4.5488];[0.6099; 1173.6535];[0.0441; 2400.0410];[39.3250; -31.0119]
643; 3; 19;[0.0000; 0.0000];[0.6078; -1.8525];[0.5347; 2455.9173];[0.3049; 531.0009];[44.0170; -19.8891]
644; 3; 20;[0.0000; 0.0000];[0.6481; -2.6575];[-4.0908; 218.6037];[0.5720; 19.9383];[40.0002; -36.1482]
645; 3; 21;[0.0000; 0.0000];[0.5491; -6.9684];[0.0000; 0.0000];[0.3678; 38.7383];[34.8104; -32.9421]
646; 3; 22;[0.0000; 0.0000];[0.6943; -0.5905];[0.0000; 0.0000];[0.6085; 19.4219];[32.7398; -34.4603]
647; 3; 23;[0.0000; 0.0000];[0.6166; -30.7525];[0.0000; 0.0000];[1.6922; -10.6552];[36.9029; -41.4589]
648; 4; 0;[0.0000; 0.0000];[1.2116; -30.6815];[0.0000; 0.0000];[0.2532; 181.3581];[46.2603; -27.9783]
649; 4; 1;[0.0000; 0.0000];[1.0834; -30.6757];[0.0000; 0.0000];[0.4355; -109.8036];[44.6179; -28.5260]
650; 4; 2;[0.0000; 0.0000];[0.7666; -28.9911];[0.0000; 0.0000];[0.4119; -114.4875];[50.4407; -22.0612]
651; 4; 3;[0.0000; 0.0000];[1.9128; -31.8180];[0.0000; 0.0000];[0.4929; -127.3369];[46.0708; -28.9578]
652; 4; 4;[0.0000; 0.0000];[1.3459; -27.9553];[0.0000; 0.0000];[0.6025; -115.9175];[41.1780; -22.2476]
653; 4; 5;[0.0000; 0.0000];[1.0107; -28.3233];[0.0000; 0.0000];[0.6765; -126.8505];[46.2634; -28.5839]
654; 4; 6;[0.0000; 0.0000];[2.3510; -37.1351];[4.6016; 18.0798];[0.5410; -135.4254];[50.4586; -33.7151]
655; 4; 7;[0.0000; 0.0000];[0.9222; -31.6363];[0.4460; 170.1459];[-0.5478; -24.0081];[45.8220; -31.6455]
